Category,ID,Latitude,Longitude,Date,MODIS_Tile,MCD12Q2_006_Line_Y_500m,MCD12Q2_006_Sample_X_500m,MCD12Q2_006_Greenup_0,MCD12Q2_006_Greenup_1,MCD12Q2_006_QA_Detailed_0,MCD12Q2_006_QA_Detailed_1,MCD12Q2_006_QA_Overall_0,MCD12Q2_006_QA_Overall_1,MCD12Q2_006_QA_Detailed_0_bitmask,MCD12Q2_006_QA_Detailed_0_Greenup,MCD12Q2_006_QA_Detailed_0_Greenup_Description,MCD12Q2_006_QA_Detailed_0_MidGreenup,MCD12Q2_006_QA_Detailed_0_MidGreenup_Description,MCD12Q2_006_QA_Detailed_0_Maturity,MCD12Q2_006_QA_Detailed_0_Maturity_Description,MCD12Q2_006_QA_Detailed_0_Peak,MCD12Q2_006_QA_Detailed_0_Peak_Description,MCD12Q2_006_QA_Detailed_0_Senescence,MCD12Q2_006_QA_Detailed_0_Senescence_Description,MCD12Q2_006_QA_Detailed_0_MidGreendown,MCD12Q2_006_QA_Detailed_0_MidGreendown_Description,MCD12Q2_006_QA_Detailed_0_Dormancy,MCD12Q2_006_QA_Detailed_0_Dormancy_Description,MCD12Q2_006_QA_Detailed_0_Unused,MCD12Q2_006_QA_Detailed_0_Unused_Description,MCD12Q2_006_QA_Detailed_1_bitmask,MCD12Q2_006_QA_Detailed_1_Greenup,MCD12Q2_006_QA_Detailed_1_Greenup_Description,MCD12Q2_006_QA_Detailed_1_MidGreenup,MCD12Q2_006_QA_Detailed_1_MidGreenup_Description,MCD12Q2_006_QA_Detailed_1_Maturity,MCD12Q2_006_QA_Detailed_1_Maturity_Description,MCD12Q2_006_QA_Detailed_1_Peak,MCD12Q2_006_QA_Detailed_1_Peak_Description,MCD12Q2_006_QA_Detailed_1_Senescence,MCD12Q2_006_QA_Detailed_1_Senescence_Description,MCD12Q2_006_QA_Detailed_1_MidGreendown,MCD12Q2_006_QA_Detailed_1_MidGreendown_Description,MCD12Q2_006_QA_Detailed_1_Dormancy,MCD12Q2_006_QA_Detailed_1_Dormancy_Description,MCD12Q2_006_QA_Detailed_1_Unused,MCD12Q2_006_QA_Detailed_1_Unused_Description,MCD12Q2_006_QA_Overall_0_bitmask,MCD12Q2_006_QA_Overall_0_Name,MCD12Q2_006_QA_Overall_0_Name_Description,MCD12Q2_006_QA_Overall_1_bitmask,MCD12Q2_006_QA_Overall_1_Name,MCD12Q2_006_QA_Overall_1_Name_Description
sub_task,1,36.2062,-112.1271,2018-01-01,h08v05,910.0,2286.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,0b0111111111111111,0b11,Poor,0b11,Poor,0b11,Poor,0b11,Poor,0b11,Poor,0b11,Poor,0b11,Poor,0b01,,0b0111111111111111,0b11,Poor,0b11,Poor,0b11,Poor,0b11,Poor,0b11,Poor,0b11,Poor,0b11,Poor,0b01,,0b0111111111111111,0b0111111111111111,,0b0111111111111111,0b0111111111111111,
